,0,1,2,3,4
Actn1,0.3723434506009284,0.413952881347216,0.5155044518629224,0.2435436265070192,0.4838575648030236
Aldh2,0.3963257260558883,0.5141200305102738,0.6622247469216921,0.3308694012951824,0.7659624183325904
Ap3s1,0.5769796328179214,0.4805195912926416,0.4450023089508333,0.2568200788148457,0.6030898336569485
Atp6v1e1,0.2640535657280448,0.3157837324919751,0.4961143065216247,0.1787410760297416,0.5205766863264817
BC100530,-1.0416616182529994,-1.4611973329334669,-0.4890592498187259,-3.753095587299633,-1.5268831825359328
Bnip3l,0.1941445759924653,0.2520614462385856,0.4600589685592368,-0.3444016865353628,0.3728959053068654
C3,0.4439020097314878,0.4790552981715052,0.6419362821031429,0.2517647067918523,0.5090234829242719
Casp6,-0.4360140175737063,-0.4312772257253197,-0.2311604917964402,-0.6749815688010373,-0.4996271562893872
Ccr2,-0.8339356630851663,-0.5254560621741173,-0.3529537684155352,-0.818667493422824,-0.7109604709160136
Cd177,0.416730045420088,0.5476978090469161,0.7676225512019059,0.2105704955166157,0.4392164127445613
Cd24a,0.4230966468179578,0.3090584969804761,0.6094574855030453,0.1820866990424572,0.4478132000286052
Ceacam1,0.5372385363963382,0.6491331959653044,0.8013845146450264,0.3560710462771996,0.588377083192149
Cebpd,0.4101664261119292,0.349121319602912,0.5034588303155942,0.2377171291793805,0.4895253200888153
Cebpe,0.678528078763269,0.5941217202699645,0.8072062041123379,0.5308115365119834,0.7353509908726261
Chil3,0.3575510927115318,0.6580020181885926,0.7641807951413749,0.263471937154607,0.4335021644017707
Cma1,-0.6357452158407657,-0.321607704821242,-0.3534305145160785,-0.4094928657494977,-0.27803626509268
Ctsc,-1.3637549698178169,-0.6777726648611195,-0.4862802789327859,-1.1964759757771923,-1.200793323207606
Ctsg,0.6912959544140097,0.7530332180425248,0.4098618072604935,0.5814144415049072,1.0032774435306984
Dach1,0.4793265101419474,0.3686186360011071,0.5588330171585909,0.2545123105343375,0.4592512629415536
Dstn,0.8472307820713963,0.8858018682833183,0.8687000961234915,0.6183625010241844,0.9311745616291164
Elane,1.2683293342972668,1.2880196954176744,1.021976010611788,1.0969458281329725,1.484350991331239
F630028O10Rik,0.5563581122621731,0.6488979522342424,0.7582576265100542,0.4368365261961304,0.6456168282258614
Fam101b,0.3922049071727264,0.3968025273901632,0.6098558368991112,0.3180679363434254,0.5260011289034817
Fcnb,0.7135442307562916,0.8093977247821336,0.9284523464032668,0.6202435891700167,0.6689068353054057
Fdps,0.533403456050615,0.5054148546989294,0.6585471622253793,0.3760645185842328,0.6828511527762083
G0s2,0.4975669781080095,0.5942437414738065,0.7519651245323328,0.3604540962457093,0.6145525079183181
Gata2,-0.4572404944576633,-0.2258932114728983,-0.8541832663573949,-0.8979228745168722,-0.1936807119365474
Gfi1,0.9419422086111056,0.8088965688963752,0.7005199651310818,0.706992670823289,1.0124254579360992
Gm5483,-0.9343719296451968,-1.509198927061298,-0.5268074630941864,-3.670567917965397,-1.4406238675959506
Gsr,0.853619662929251,0.8885202117488978,0.8458514548516269,0.6777692551744803,0.9109690839322498
Gstm1,1.1555239923620966,1.1392237605571047,0.8059310981034032,0.890783066899199,1.3365438791276731
Gzmb,-0.7308426774816377,-0.2138741916385916,-0.7096795035128652,-0.69603217399026,-0.2679094109174289
Hsd11b1,0.639007468779262,0.6943575929873785,0.7224946181509665,0.4686463185528415,0.6395768756134426
Ifitm1,-0.7567989629585623,-0.3039669252658893,-0.2723558811472655,-1.0625608561377702,-0.4029219540275809
Igsf6,0.3341778533972303,0.3822721035637008,0.5234735808535416,0.2753661387277286,0.4777884914359255
Itgb2l,0.4083995870740456,0.473634629983197,0.8178865402351343,0.242434431504551,0.4006741345003671
Itm2b,0.5235635543504673,0.5553590865056555,0.3382545360652057,0.3873250542318415,0.7450991540938073
Lcn2,0.2297524074039772,0.6369086696348119,0.8307434927328565,0.2060106445040123,0.4773145231346772
Lipg,0.8949950390450787,0.8344062259429661,0.7202800029144695,0.5712488340470298,0.85369857167164
Ly6c1,0.3876675925301446,0.3979256164662376,0.4532817150076854,0.338030706470926,0.5129072316556929
Ly6c2,0.6918864973838671,0.6802383668569102,0.6322365109876629,0.5152357998542556,0.7460977467257396
Mcemp1,0.2573621414393046,0.4405980596698897,0.6513622064925411,0.2103894571964336,0.3896051915003135
Mgst1,0.372181962162292,0.4554207050650062,0.6004159060831303,0.2633581365585444,0.572171168251025
Mgst2,0.6511057591606539,0.6676715572947882,0.7724715983292304,0.4661903527291268,0.7575893268483498
Mmp8,-0.4399050071750617,-0.344983524268912,-0.4340725692475821,-0.8390046487413307,-0.4409630238510799
Mogat2,0.3253097134195563,0.2854273337938351,0.4848365663675308,0.2365119111170136,0.4224671038448606
Mpo,1.1616636332435353,1.077186473661126,0.6957789184399239,0.9084659450702772,1.2978769396343723
Mpp1,0.5168594644613578,0.5580030184637007,0.634131277336184,0.2921988564804093,0.5836594894078979
Ms4a2,-0.6806392898885096,-0.2165107973615237,-0.6165742395647034,-0.856011974331367,-0.3011160991256553
Ms4a6c,-0.7651231067922393,-0.5313909176612841,-0.2655675893024816,-0.803984164840388,-0.6221982711922817
Ms4a6d,-0.4777353795311492,-0.3932047768235253,-0.2990567781858128,-0.6554625291497158,-0.3525191931153647
Msrb1,0.5538868553939064,0.6810467758784574,0.6160980538760293,0.3996591972630843,0.6724849250300939
Ncf1,0.4917146982105795,0.5484383833777777,0.7181353037278082,0.4429010736854656,0.6334137455394256
Ngp,0.4122237105241231,0.7018756474704604,0.9431252706541632,0.3281845305338759,0.509285741972468
Olfm1,-0.7003021313534965,-0.5894715873607366,-0.2329626648929401,-0.7595103918400861,-0.4563208953519157
Olfml2b,0.5631499925046252,0.572681288881379,0.4847669726346039,0.3628922042220163,0.561504757841863
Pde2a,0.3711302566545086,0.4804761451715895,0.6777797184820111,0.3369326853753066,0.4858278543398334
Pglyrp1,0.3676005995488562,0.404378577025917,0.5954750281330092,0.2586291749980695,0.5001661647183668
Plac8,0.4318293978591431,0.2817966336745396,0.3101738298088818,0.2256326421586369,0.7120831931223268
Prdx5,0.7467489891309246,0.8173100096380586,0.7786883544595797,0.5064113991453605,0.8399594947654963
Prtn3,1.2003391374722885,1.14965230935371,0.8177836603234772,1.0375233912991448,1.34890248020873
Pygl,0.4708001617837283,0.5080478625888463,0.6868781758789189,0.29250221013008,0.5847174673904125
Rps27rt,0.4961284924513324,0.3333060369624475,0.211536199862791,0.2136534827824481,0.3411473661645474
S100a8,0.4998604157154673,0.9100375359824948,0.92667902575399,0.4364820316288098,0.5843882515158598
S100a9,0.4545818724234929,0.938711588187339,1.012064172323367,0.4489229344908173,0.5589993945406031
Sept5,0.5170802722567648,0.51120059573417,0.7657414417900874,0.3281567802969362,0.6027167388408732
Sgms2,0.8017295759197267,0.7762515902394787,0.7125803229958281,0.6204394385255243,0.8461702916228162
Slc40a1,0.6043296719028886,0.5508978414819032,0.6889011139600514,0.3699193780213249,0.6265417046366248
Sorl1,0.4591925397032034,0.5459448827464399,0.6397765930828905,0.2690896408697925,0.5241610527230933
Sp140,0.2803601486331023,0.3166666974194961,0.5132583329501836,0.2047750576722578,0.4509673388413696
Spint1,-0.4303666881587664,-0.2238982428425836,-0.1830511122049559,-0.5448356319717689,-0.3355329668940306
Stfa2,-0.5326830605574313,-0.8600604986393352,-0.4994791754197439,-2.019413308782049,-0.5327146822774032
Stfa3,-0.4668000055223585,-0.6882910033613213,-0.3826459433585841,-1.9004998829141533,-0.4140316770751431
Sun2,0.7579309250913241,0.6473720339298599,0.7317643264161916,0.4374654999989485,0.7792893472352651
Syne1,0.3615816455951072,0.4132848124208508,0.7151676505789964,0.228984079926083,0.4436695883178044
Tbc1d8,0.4147780209443471,0.4511186111202369,0.5664029986454896,0.2140964813291336,0.5762505047759963
Tfrc,0.4973183529577198,0.2814267661937645,0.3459209098779328,0.3420498492590279,0.4300408205505331
Tgfbi,-0.3294843941542553,-0.3178230082596405,-0.2394909317614209,-0.6549733331564853,-0.4563810389370285
Tmed3,0.7867288042384515,0.7097331555540302,0.6228399737835373,0.6615777955350223,0.9078057935187294
Tmem216,0.4940038786644873,0.4036565229773082,0.6438946070999603,0.2670523418022282,0.544882410633221
Tph1,-0.630349083643956,-0.2855866954281715,-0.483030247168889,-0.3741899484744666,-0.3267809177307944
Tpm4,-0.5952272784929921,-0.4174964379384329,-0.3354596167938382,-0.6791581354160905,-0.1945453885512688
Vcan,-0.5707501795074148,-0.422092465408997,-0.2082994425004443,-0.7853622841239177,-0.7144304845741314
Wfdc21,0.3216983126014591,0.6877676755659772,0.8439452391348563,0.2457587985910239,0.4831452232955411
